entry,lep_pt_0,lep_pt_1,lep_pt_2,lep_pt_3,lep_eta_0,lep_eta_1,lep_eta_2,lep_eta_3,lep_phi_0,lep_phi_1,lep_phi_2,lep_phi_3,lep_E_0,lep_E_1,lep_E_2,lep_E_3,lep_charge_0,lep_charge_1,lep_charge_2,lep_charge_3,lep_type_0,lep_type_1,lep_type_2,lep_type_3,lep_z0_0,lep_z0_1,lep_z0_2,lep_z0_3,lep_sigd0_0,lep_sigd0_1,lep_sigd0_2,lep_sigd0_3,lep_ptconerel_0,lep_ptconerel_1,lep_ptconerel_2,lep_ptconerel_3,lep_etconerel_0,lep_etconerel_1,lep_etconerel_2,lep_etconerel_3,min_mll,mZ1,mZ2,mllll,totalWeight
52,44.3583359375,37.420640625,10.311052734375,9.04621875,1.9042288,0.9542508,-0.0412195,0.013638636,-2.8114989,0.51659226,1.675458,-0.62474746,152.219328125,55.791,10.3203544921875,9.047060546875,1,-1,-1,-1,13,13,13,11,-0.06570816,-0.01591301,-118.02188,86.14827,0.10665209,1.4679359,0.38249186,1.9858961,0.0,0.0,0.0,0.18827048,0.025732659,-0.015421842,0.7366628,-0.03069262,58.908605757085866,90.53323015259413,17.64022498464057,129.44038208745337,0.3195959110635791
53,33.61726171875,25.610140625,7.5998515625,7.00479638671875,-0.8407809,-0.047580704,-2.112261,-1.8338509,1.2678024,-1.3778149,2.82261,3.1181903,46.21629296875,25.639353515625,31.873306640625,22.477466796875,-1,1,-1,1,13,13,11,11,-0.020835876,-0.018180847,44.582428,13.314579,0.3714725,2.0340936,0.8367888,0.024473276,0.0,0.0,0.0,0.37438458,0.027069693,-0.026498048,0.38046476,0.11296434,2.9614860569740653,61.70105796025247,2.9614860569740653,92.57693367527041,0.2105439442684445
54,51.25978515625,38.3718515625,28.4651875,15.794107421875,-2.304426,-1.7575989,0.08582255,-2.3886569,1.8396605,-1.3857099,-1.6994535,-2.4215772,259.32946875,114.558375,28.57027734375,86.79334375,1,-1,-1,1,13,13,13,11,-0.027116299,0.1433742,-79.85493,-0.049893618,2.152536,2.0922592,10.81261,0.20002778,0.0,0.0,0.0,0.0,0.041597445,0.017741786,-0.04488668,0.0528429,91.96164555816365,136.93986131567166,29.046198277893257,200.20569751336396,0.08795132669706233
55,77.717296875,21.740099609375,9.847248046875,9.4037177734375,-2.1349125,-1.0849092,1.4180857,-0.8245531,2.3755565,-2.002909,1.6337298,-1.5509233,333.195875,35.8398359375,21.523318359375,12.7857275390625,1,-1,1,-1,13,13,13,11,0.033784866,-0.005346298,7.877986,38.181095,0.9356514,1.8208033,3.7017655,1.2200308,0.0,0.0,0.0,0.0,-0.0071066306,0.012643579,-0.10138568,0.33489823,54.86509888358433,80.79079758177781,32.66508247077804,200.54034111292484,0.29940037647626905
56,184.831921875,54.85089453125,38.743734375,9.9797138671875,0.03393522,-2.2802236,-2.0228615,-2.0430892,-1.5968993,0.6358516,-2.904016,-1.9501262,184.938390625,270.994375,149.012375,39.140734375,-1,-1,1,1,13,13,13,13,-116.772896,0.042560816,-0.025699615,1.1308517,136.91306,3.8118122,1.6426338,8.634261,0.0,0.0,0.0,0.39379594,0.009125232,-0.002649608,0.020990172,-0.08485624,45.34243089267192,230.62684138065558,45.34243089267192,437.49100276865875,0.0
57,43.50569140625,40.894484375,7.79721630859375,7.24350146484375,1.4101818,2.255569,-0.49021566,-0.7089226,-2.809025,0.30436334,-0.7137462,-0.45117837,94.4247890625,197.22459375,8.753646484375,9.1418193359375,1,-1,1,1,13,13,13,13,0.0018577576,0.032958984,-101.51909,-101.406555,0.5734931,1.5268544,0.28837028,0.5180231,0.0,0.0,0.0,0.0,-0.018243404,0.033029255,-0.11629576,-0.13277048,68.21162368498929,92.00147238021803,2.574570067191195,155.61845012299565,0.1776036311584842
58,113.7605234375,69.9202421875,26.27542578125,8.3697119140625,2.185935,1.6018372,-0.531291,-2.1818323,-0.77712655,-1.6710442,1.86671,0.5736709,512.56728125,180.522421875,30.07205078125,37.560609375,-1,1,1,1,13,13,13,11,0.02598548,0.0007932186,0.043864965,16.57116,1.2201139,1.7512687,1.8057756,0.91902524,0.0,0.01673225,0.2354507,0.0,-0.0040450124,-0.0018102378,-0.030709585,0.29269105,93.46517868332161,225.16737098483947,162.725766512787,425.1919830463962,0.17523109949313456
59,67.1663046875,30.288158203125,11.348658203125,7.52983984375,1.6909176,0.8961786,0.59450525,-1.0319923,-0.5946226,2.91991,-0.44319543,1.8721871,188.361421875,43.2871796875,13.4139423828125,11.9087158203125,1,-1,-1,-1,13,13,11,13,0.040737152,-0.038627625,31.819923,-0.12023163,1.3747526,1.423553,8.852132,2.7350993,0.0,0.0,0.0,0.3420223,-0.0053352383,0.018212503,0.097124964,-0.06867416,92.32057296780089,95.97783349678103,23.81728522889404,148.64307104962384,0.30759524316392184
60,47.7490703125,39.158390625,9.1665888671875,7.47723779296875,2.0770512,2.344159,-0.3053012,1.3600234,2.0920985,-1.1295589,-2.183032,-0.5225692,193.531765625,205.9815625,9.59712109375,15.5266162109375,1,-1,1,-1,13,13,11,13,0.056015015,-0.03738022,118.38282,124.10559,0.9122036,1.7440246,9.085354,24.097172,0.0,0.0,0.0,0.0,-0.0013339027,-0.0016265381,-0.02176283,-0.017450254,39.025496004127405,87.18581273129561,19.689033289319703,140.7964913283121,0.3169174367444113
61,71.0399765625,32.298001953125,10.2614296875,8.342953125,-2.1132224,-2.3513677,-0.337555,-0.9956855,-0.30975556,1.9109539,-2.204202,-2.6716707,298.2155625,171.10128125,10.852126953125,12.8321025390625,1,-1,-1,-1,13,13,13,13,-0.03292656,0.12154007,0.032506943,50.033245,1.4144577,0.95983106,0.014583942,3.7211463,0.016330276,0.0,0.0,0.0,-0.002480685,0.0053524687,0.44827852,0.049457394,53.37705347738924,86.58237653377833,7.540157272045532,139.2075233155631,0.3237300439325228
62,35.942375,29.387119140625,7.72354052734375,7.454673828125,0.28688297,1.9947244,0.39182752,-1.2552555,-0.33098653,2.4525905,-2.0137985,-1.8762705,37.4317578125,109.999390625,8.3240576171875,14.1405380859375,-1,1,1,1,13,13,11,11,0.0011062622,-0.089286804,-0.2692032,-14.794334,2.491634,0.24792296,1.5736383,0.07202599,0.0,0.0,0.38316002,0.0,0.05491752,-0.005978727,0.19709058,-0.062084906,89.42811475814428,89.42811475814428,13.998230772681698,131.2089257281684,0.30071388575287233
63,32.240822265625,26.613830078125,11.840859375,8.01331201171875,1.1196066,-1.0680058,-1.5492287,-0.49684477,1.3563776,1.2827499,-0.018452762,2.6533437,54.64921484375,43.291046875,29.130181640625,9.0235068359375,-1,1,-1,1,13,13,13,13,-0.031967163,-0.033008575,72.46861,59.38177,4.3103647,2.588587,34.073612,2.1735647,0.0441189,0.0,0.0,0.1731547,0.023682592,0.04267829,-0.050082486,0.114014104,21.775901226675117,77.675248383207,21.775901226675117,118.55049073743432,0.0
64,38.83171484375,34.6379609375,11.297669921875,7.48269580078125,-0.09416115,1.157394,1.0973244,1.559859,-0.7591535,2.1036541,0.2510586,-2.5390763,39.0041328125,60.54612890625,18.810361328125,18.5885,1,-1,1,1,13,13,13,13,0.11107063,-0.04278946,-40.576057,-40.120983,1.6957469,0.9794356,13.538899,7.605131,0.0,0.0,0.0,0.2052609,-0.015954092,-0.022935025,-0.015314567,-0.046227526,24.43488922427791,87.59594277929219,18.608275122033163,111.4649424448235,0.12388432766364668
65,74.129328125,30.408765625,29.718697265625,9.029001953125,-2.3197482,-0.021380786,-1.7271518,-0.034666132,-2.4762304,2.5202866,1.2968286,2.5723014,380.706375,30.415900390625,86.2199609375,9.0350458984375,1,-1,-1,1,13,13,13,13,0.0741806,27.50003,-0.013963699,27.557716,2.4915607,1.1598084,0.2597134,1.144416,0.0,0.0,0.0,0.0,0.0014874844,0.049311943,0.009082725,0.16607764,0.9243062475355419,146.32047030894395,36.75804592181258,205.54606044290546,0.2745173028191068
66,27.79076953125,27.392509765625,19.285111328125,11.9089013671875,0.04587024,0.6620654,1.7917593,-0.5405142,0.9338447,-2.2033112,1.27599,0.7169538,27.820212890625,33.61868359375,59.4625078125,13.691294921875,1,1,-1,-1,13,13,13,11,8.708027,-0.053453445,0.0071163177,0.012418747,36.353714,1.0087982,1.3150526,2.5370736,0.044696752,0.0,0.0,0.32037535,-0.01639413,-0.044740915,-0.0032627431,0.47814795,46.42540230811451,52.93807956179831,11.516143013300907,110.69256993149571,0.3329616888324509
67,96.478078125,22.758509765625,13.708896484375,8.483439453125,2.2510417,1.2941153,0.27053308,1.7800406,2.8482804,0.8164659,-2.877518,-0.14819537,463.2353125,44.62851171875,14.2140205078125,25.86909765625,-1,1,-1,1,13,13,13,11,-0.004055023,-0.04162979,83.11547,83.78575,1.2511889,0.8677422,3.670611,1.5769676,0.0,0.0,0.0,0.0,-0.0032948444,-0.011565873,-0.0014901168,0.0012230824,38.88021265918505,92.27064039722856,27.65931149084898,148.21288491645325,0.15000463946828096
68,40.1818671875,37.10760546875,13.9898662109375,8.252208984375,2.3264723,1.6183364,0.2705191,1.7800546,1.503924,-1.7554666,-2.8774514,-0.14792545,207.72796875,97.2761484375,14.5052734375,25.164322265625,1,-1,-1,1,13,13,13,11,-0.14985847,0.016012669,39.427082,40.09351,2.731526,2.4600513,3.4590805,1.4581711,0.02836001,0.0,0.0,0.0,-0.009935047,0.006192536,-0.03775156,-0.03254737,69.49983906090107,81.9943240983327,27.558470963467062,124.32484393479243,0.4195405832534726
69,50.27983984375,41.6944375,34.56996484375,8.03644482421875,-2.038564,-0.0044078217,-1.1782084,-0.23685534,1.3514394,2.6767545,-1.7991865,2.72297,196.337484375,41.6949765625,61.47203125,8.2629248046875,1,-1,-1,-1,13,13,13,11,-0.02431488,-9.835556,0.03604889,91.02119,1.3824096,404.06335,0.82431805,4.3937798,0.0,0.0,0.0,0.0,-0.0120115485,-0.024004295,-0.023879897,0.41598803,91.21715513172954,123.62804830812192,30.424167170235766,180.79578765657325,0.19591749230116412
70,50.8644140625,47.418359375,7.0832041015625,7.00201806640625,-1.7960222,-1.1998359,1.2382472,-2.01376,-1.3255057,1.9591777,-1.5176692,-2.158193,157.465796875,85.8466328125,13.24365625,26.69491015625,1,-1,1,-1,13,13,11,11,0.008842468,0.021652222,-53.00135,-29.681503,0.34181798,0.57067084,2.553553,0.021291688,0.0,0.0,0.14693439,0.0,0.062264092,-0.0053769457,-0.05665486,-0.037998106,34.699771044882205,102.37850438416365,34.699771044882205,156.565064972948,0.0
71,36.3786953125,35.17365234375,13.8546083984375,7.75583056640625,-2.344348,-0.51288605,0.27031788,1.7799623,3.1356921,1.487451,-2.8774257,-0.14794168,191.39528125,39.90234765625,14.36427734375,23.648603515625,1,-1,-1,1,13,13,13,11,0.013030052,0.07761097,61.09317,61.761993,0.03239005,1.8526689,3.4452493,1.4648367,0.0,0.0,0.0,0.0,0.018744929,-0.017473567,-0.014285216,0.045268737,77.14739792146247,91.60459423075147,26.58822561513512,193.50051197570477,0.3684659464399436
72,45.196703125,43.36869921875,14.8409326171875,7.6282470703125,-0.43023714,0.06636988,-0.49740702,-0.30798164,0.037482634,-3.123682,-1.8751162,0.90604097,49.44478515625,43.4643828125,16.715357421875,7.99359375,-1,1,1,1,13,13,13,13,-0.015617371,-0.035087585,26.608799,26.563679,0.71596336,0.2184481,11.1496315,24.273928,0.0,0.04943256,0.0,0.0,-0.0022662845,-0.014559885,0.10060391,-0.08277698,15.792426386604408,91.28637897023127,21.033722941267126,114.17081859472759,0.2901517585192086
73,86.6782734375,43.0195390625,36.92167578125,13.6404306640625,-0.0961963,-0.5032559,0.3167867,-1.8407974,2.708749,3.1097007,-0.025750345,-2.8058596,87.0796953125,48.58330859375,38.78998046875,44.0604375,-1,-1,1,-1,13,13,13,13,-58.490692,0.03034401,-0.049755096,-31.841227,171.67406,2.0282419,1.024502,4.6856728,0.0,0.0,0.0,0.1569597,0.010513305,-0.008087045,-0.0016151083,0.017371098,73.19093452329429,113.27764035229161,35.97795837108117,182.9142443901967,0.08346557300345721
74,64.11530078125,35.44694140625,12.380134765625,8.19248828125,2.0901096,2.4072597,1.2559245,-1.8035694,-2.9449205,-0.17628059,0.716221,1.6927329,263.1765,198.38865625,23.497083984375,25.54435546875,1,-1,-1,1,13,13,13,13,0.92713165,-0.1989479,-0.18332672,-0.07206726,1.0566696,0.7658969,25.682827,0.06535923,0.0,0.0,0.0,0.3947213,-0.003519579,0.06849862,0.10140241,0.21919891,45.31289572135298,140.54017096921197,59.58882032631359,247.41753622451486,0.18522321288118493
75,337.34034375,49.3443203125,30.523263671875,7.36856884765625,-0.026807582,0.27483624,1.4969397,-0.13849217,2.9552994,0.072102,-3.0332656,2.1643662,337.46159375,51.21980078125,71.604734375,7.4393466796875,1,1,-1,-1,13,13,13,11,170.04462,-0.03466034,-0.040351868,169.15689,156.59615,3.034731,1.6925507,2.6948028,0.0,0.0,0.0,0.0,-0.0010214233,-0.0118964845,0.12493855,0.024950601,92.55511280605431,172.60718807922743,33.94801471873834,330.1685209848391,0.16886177711125086
76,52.28501171875,37.535421875,8.1882255859375,8.00537158203125,-0.7540631,-1.3925397,2.4319882,2.1583345,-0.1603397,2.6272464,0.4185591,-1.4314308,67.8678671875,80.2039453125,46.95681640625,35.1124609375,1,-1,-1,1,13,13,11,11,0.027887106,0.02351594,44.8559,44.316463,1.281953,0.5250006,1.6996045,1.5645299,0.0,0.0,0.0,0.0,-0.013471319,-0.009758879,-0.003268988,0.31675127,13.121293347370994,91.83899611297605,13.121293347370994,225.91888308432127,0.27774911242089456
77,66.49859375,27.5355703125,9.9643515625,8.678916015625,-1.9242442,-1.1039215,-2.4320827,-0.11107798,0.5582534,-2.2906022,-2.5274458,2.6845336,232.610625,46.08830859375,57.1476328125,8.73315234375,-1,1,1,-1,13,13,11,13,-0.11636734,0.06575775,1.2864838,0.1316719,3.5910215,1.8373494,19.557852,8.011738,0.0,0.0,0.10130661,0.0,0.0028335822,-0.010061289,0.1702441,-0.03192142,24.68740258212307,92.04046358003185,28.400514996668413,132.38643186832294,0.09202801236518952
78,41.178265625,12.8077119140625,10.0259697265625,7.2099638671875,0.17758347,-0.93276376,-1.0758566,2.0227046,-1.5176716,1.6872776,-0.19646408,1.0984598,41.82940234375,18.7955390625,16.410392578125,27.726052734375,-1,1,-1,1,13,13,13,11,0.13629723,-0.004085541,-2.9235754,-0.0050792694,1.3057144,1.8885217,62.22702,0.050733555,0.0,0.0,0.14686437,0.24028231,0.0023832016,0.07984019,-0.07038405,0.027093485,18.400078752284934,53.172903232013645,39.57555790174952,100.78124603197432,-0.1367975198083339
79,1431.751,58.7521015625,42.03875,8.17477392578125,0.042218544,2.1358387,1.7303648,-0.22254793,-1.9252555,1.354321,-1.3548957,-2.2901025,1433.027125,252.113765625,122.331375,8.3787158203125,-1,1,-1,1,13,13,13,13,-98.80048,-0.009536743,-0.036567688,1.1978836,99.8864,2.025293,1.7624815,2.2305715,0.0,0.03813787,0.0,0.2423911,0.0015555383,0.010277861,0.0147200525,0.19151448,45.42486644598728,927.1250602166286,45.42486644598728,1056.0245083181153,-0.18099134534167433
80,44.292,41.02763671875,10.501181640625,9.3205830078125,2.005144,1.7092518,-0.36692435,-0.63668454,0.49723077,-2.7654657,0.15678439,0.30992576,167.463734375,117.0483515625,11.2165517578125,11.2748916015625,1,-1,-1,1,13,13,13,13,-0.022262573,0.13907623,119.86853,120.7912,3.2773485,2.754896,7.052456,19.412798,0.043428198,0.0,0.0,0.0,0.028983556,0.0685662,0.3311248,-0.04220879,3.082448927882057,86.03767953120031,3.082448927882057,160.31998086172015,0.3330573762803382
81,55.1678125,34.647984375,9.1269814453125,8.033607421875,1.826749,1.7821844,0.9643694,2.0866103,-0.14228387,2.330235,-0.10968808,1.6591766,175.83609375,105.86859375,13.710353515625,32.86413671875,-1,1,1,-1,13,13,11,11,0.022769928,-0.093336105,49.33262,0.16427517,0.74954206,1.23456,0.6121953,2.5558467,0.0,0.0,0.0,0.0,-0.007496131,-0.0062256963,0.3000789,-0.03937542,16.67194733047807,82.61613824067722,16.67194733047807,100.53399912784032,0.30487555688499335
82,117.0245546875,76.477828125,50.9135703125,28.2701328125,0.009533983,0.030996231,1.4333633,2.4124024,-3.1234899,-2.43973,-3.0275095,-0.058834556,117.029921875,76.514640625,112.8062578125,159.024359375,-1,-1,-1,1,13,13,13,13,-22.802956,-174.60815,0.00011444092,-0.031585693,34.75285,47.57385,0.8416953,0.24463579,0.0,0.0,0.04464976,0.04692305,-0.0005759352,-0.025077783,0.036322266,-0.03410104,84.89914208995927,208.49235818191286,101.51251240912687,325.6569821497244,0.14087523624678358
83,42.228234375,29.644271484375,26.099224609375,7.1911171875,2.3322191,0.7061702,0.8859935,-2.3320296,-1.1279963,2.9087052,1.6036369,2.063798,219.541546875,37.34818359375,37.03084765625,37.37929296875,-1,1,-1,1,13,13,11,13,-0.1800785,0.019195557,0.015426636,-0.055849075,1.9793736,2.5048637,4.61375,3.5801373,0.0,0.0,0.0,0.0,0.015560652,-0.019036455,0.11290227,0.16527621,90.42213302351634,181.17510984654768,34.14867281781758,240.1323422271798,-0.32055419488928627
84,73.1284296875,25.581029296875,10.493810546875,8.52133984375,0.2991788,0.6428934,-0.63602346,0.68358916,-2.174217,1.8342708,-0.017073799,1.80172,76.4257734375,31.0522890625,12.688841796875,10.5910751953125,1,-1,1,-1,13,13,11,11,0.06529617,-0.047636032,50.588226,-100.51337,0.84820634,1.1015205,0.008515765,0.25019872,0.01493063,0.0,0.13040529,0.0,-0.007939387,0.05100073,0.29544502,0.633849,20.06011568600455,79.91286038880683,20.06011568600455,115.14807608360647,-0.1270652513302291
85,61.79020703125,33.545625,11.8535419921875,11.8488876953125,-0.6102236,-0.67424953,-0.3441609,-0.5553224,-0.5566248,2.4415953,-1.7007076,0.6539663,73.656234375,41.46417578125,12.56294921875,13.723728515625,-1,1,-1,1,13,13,13,13,0.02670288,-0.0103302,-85.8742,-85.776794,0.5862191,1.188556,3.592451,4.26551,0.0,0.0,0.0,0.0,0.028960425,0.03297321,-0.06217975,0.12742628,22.03540451446578,90.86900828294164,22.03540451446578,113.33084224975187,-0.21167169448905435
86,768.6583125,42.26035546875,36.7130390625,14.1528271484375,-0.0816864,-1.7811636,-1.0652378,-1.4834092,-0.6882247,-1.9425623,1.4571066,0.94125825,771.22425,129.0040546875,59.58846875,32.7980078125,-1,-1,1,1,13,13,11,13,49.008194,-0.06411362,7.360223,0.079333305,95.42832,1.7190837,1.0911887,0.22181472,0.0,0.0,0.0,0.09017986,-0.0010005749,-0.0039002842,0.033930015,0.0060261018,49.054881665388734,219.42144415622937,83.26497903179275,581.2372353077424,0.22269162353760255
87,67.5690703125,34.45483984375,27.83433984375,7.12113916015625,0.47012955,0.7623893,0.07740295,1.906853,-1.9093635,0.69368637,2.0455248,-0.64596707,75.1748125,44.96268359375,27.917962890625,24.498203125,1,-1,-1,-1,13,13,13,11,-0.015963078,0.04308462,-11.776847,31.371086,3.9755342,3.99423,48.54616,1.5383587,0.0,0.053653497,0.036135655,0.0,-0.023403209,-0.00111124,0.09907982,0.048582114,81.48559003803832,94.09357523653333,40.295521495053734,147.2082059567282,0.0
88,36.12526171875,26.52627734375,17.366884765625,9.915826171875,0.08616081,-2.3317,-0.01986293,0.941818,2.9836729,-1.2897286,-2.8678625,2.4482675,36.25958984375,137.838015625,17.370310546875,14.6488232421875,1,-1,1,1,13,13,11,13,113.51187,-0.01688385,127.72142,0.00976944,35.810112,0.52960575,2.9335592,0.08023753,0.0,0.0,0.0,0.0,0.028490188,-0.0071995673,0.02039324,-0.051032916,85.96741446080725,107.95167997485167,17.911636167404296,156.74145500088105,0.28552825159575296
89,45.2869453125,31.06558984375,8.67041015625,7.00193896484375,1.1855537,-0.3077902,-0.31580597,0.4932559,-1.9493192,0.38128603,2.2976263,1.333281,81.0201171875,32.548912109375,9.1069931640625,7.871849609375,1,-1,-1,-1,13,13,13,13,0.009547234,-0.10386562,-0.29578495,-49.829987,1.9272734,2.5612133,7.521923,0.29680818,0.02708065,0.0,0.4449918,0.0,-0.017129684,-0.024971394,0.07387892,0.3762718,37.68785840431773,92.28988217720209,9.706477137549127,115.26219755607312,0.28011051734019526
90,46.05000390625,43.1333125,25.431763671875,7.12099853515625,-1.5992051,-0.03697109,0.032287437,-2.1616895,0.4575445,-2.7302783,1.7994435,1.7372324,118.6053828125,43.162921875,25.445240234375,31.33570703125,1,-1,1,-1,13,13,13,11,-0.008747101,-0.020519257,57.287064,77.612564,2.866039,0.032939967,76.86754,0.49675104,0.030633342,0.0,0.0,0.28266793,-0.00763609,-0.025346158,-0.0058897696,0.19497429,50.968177795526145,117.72166180504745,35.8235283692678,163.56705210449908,0.17011258871137813
91,38.64691015625,37.02169140625,14.620302734375,9.803892578125,1.8621958,0.6729077,1.7705259,1.6417028,-2.4797213,0.75459594,0.6112018,0.459592,127.403234375,45.724703125,44.18391015625,26.26269140625,1,-1,-1,1,13,13,11,11,0.0908165,-0.022716522,134.59343,134.79214,2.251921,1.9033322,4.171812,0.7612059,0.0,0.0,0.0,0.0,-0.0060765394,-0.0095979115,0.24460004,0.34444484,2.3812494531127224,89.35668993498628,2.3812494531127224,113.59229329467148,0.07985122500927763
92,49.63394140625,40.97385546875,8.5125546875,7.532326171875,-2.386382,-1.6718236,2.4318833,2.1582298,-2.545856,0.3678262,0.4182941,-1.4314415,272.144,112.8782734375,48.8116953125,33.034265625,-1,1,-1,1,13,13,11,11,0.07464981,0.009199142,79.511894,78.964066,0.32903785,2.266149,1.7177436,1.5740538,0.0,0.0,0.0,0.19138315,0.0055536274,0.003029872,0.02250001,0.22344007,12.97610865126392,95.4620187377881,12.97610865126392,363.4046311398974,0.1400028734154648
93,48.67556640625,45.68706640625,8.30012890625,7.93680859375,-0.95400894,-1.2064313,-1.0788746,-1.1855417,2.0210695,-0.37466297,-1.8574811,-2.1488028,72.5580703125,83.16884375,13.617794921875,14.199501953125,-1,1,-1,1,13,13,11,13,-0.038528442,0.08223724,-0.20941925,0.005203247,0.3006453,2.019527,0.3736189,0.839595,0.0,0.024569118,0.4091683,0.0,-0.01777877,0.0040521915,-0.039266832,-0.11640148,34.532000171134136,88.63988049691366,2.514666892519115,109.7193709543551,0.31480598674580906
